business_name,category,city,address,phone,source
Segway Tour Frankfurt - SEG TOUR GmbH,"Sightseeing tour agency, Tour agency, Tour operator",Frankfurt,"Segway Tour Frankfurt - SEG TOUR GmbH, Taubenstraße 11, 60313 Frankfurt am Main, Germany",6921939296,Google Places
Mordstour-Events Frankfurt,Sightseeing tour agency,Frankfurt,"Mordstour-Events Frankfurt, Römerberg, 60311 Frankfurt am Main, Germany",Unknown,Google Places
Weltmacher,Travel agency,Frankfurt,"Weltmacher, Weserstraße 12, 60329 Frankfurt am Main, Germany",69273166020,Google Places
Reisebüro Persic & Weber GmbH www.ReisebueroFrankfurt.de,"Travel agency, Airline ticket agency, Car rental agency, Chauffeur service, Consultant, Cruise agency, Pet boarding service, SCUBA tour agency, Sport tour agency, Tour operator",Frankfurt,"Reisebüro Persic & Weber GmbH www.ReisebueroFrankfurt.de, Elisabethenstraße 14, 60594 Frankfurt am Main, Germany",696109410,Google Places
Velotaxi Gabriel,Sightseeing tour agency,Frankfurt,"Velotaxi Gabriel, 017664115630, An der Hauptwache, 60313 Frankfurt am Main, Germany",17664115630,Google Places
H & S Travel & Tours - 2mycountry,Travel agency,Jersey City,"H & S Travel & Tours - 2mycountry, 862 Newark Ave #102, Jersey City, NJ 07306",18774673273,Google Places
Stadtführungen Frankfurt / Guided Tours Frankfurt,"Tour agency, Municipal Department of Tourism, Tour operator, Tourist information center",Frankfurt,"Stadtführungen Frankfurt / Guided Tours Frankfurt, Frankfurt Tourist Information, Römerberg 27, 60311 Frankfurt am Main, Germany",69247455400,Google Places
Pars Travel Reise & Fracht-Services,Travel agency,Frankfurt,"Pars Travel Reise & Fracht-Services, Europa-Allee 29, 60327 Frankfurt am Main, Germany",69230882,Google Places
GALERIA Reisen Frankfurt Zeil,Travel agency,Frankfurt,"GALERIA Reisen Frankfurt Zeil, Zeil 116-126, 60313 Frankfurt am Main, Germany",69210878780,Google Places
ADAC & Reisebüro Frankfurt am Main - City,"Travel agency, Association or organization, Auto insurance agency, Insurance broker, Tour operator, Tourist information center",Frankfurt,"ADAC & Reisebüro Frankfurt am Main - City, Schillerstraße 12, 60313 Frankfurt am Main, Germany",6992039330,Google Places
Olegana Travel Boutique,Travel agency,Ridgewood,"Olegana Travel Boutique, 50 E Ridgewood Ave Box 243, Ridgewood, NJ 07450",19173455792,Google Places
Travel Network,Travel agency,Morgantown,"Travel Network, 2995 University Ave # 1, Morgantown, WV 26505",13045987777,Google Places
Becky Smith - Becky's Travel Biz Inc,Travel agency,Gainesville,"Becky Smith - Becky's Travel Biz Inc, 5194 Clarks Bridge Rd, Gainesville, GA 30506",14043723852,Google Places
You and Me By The Sea Travel - Long Island Travel Agency,Travel agency,Islip,"You and Me By The Sea Travel - Long Island Travel Agency, Beaver Dam Rd, Islip, NY 11751",16314328081,Google Places
Lobster Experience,"Travel agency, Business to business service",Offenbach,"Lobster Experience, Starkenburgring 12, 63069 Offenbach am Main, Germany",69830067500,Google Places
Eurokoha,Travel agency,Frankfurt,"Eurokoha, Baseler Str. 35-37, 60329 Frankfurt am Main, Germany",692566760,Google Places
Canary Travel/ Crocker Park,Travel agency,Westlake,"Canary Travel/ Crocker Park, 271 Crocker Park Blvd, Westlake, OH 44145",12162521000,Google Places
Classic Travel,"Travel agency, Sightseeing tour agency, Tour agency, Tour operator",Wallington,"Classic Travel, 186 Maple Ave, Wallington, NJ 07057",19734733845,Google Places
Gilani Travel (Reisebüro),Travel agency,Frankfurt,"Gilani Travel (Reisebüro), Elisabethenstraße 45, 60594 Frankfurt am Main, Germany",6926947147,Google Places
Cooking the World - Frankfurt Food Tours,"Tour agency, Gift shop",Frankfurt,"Cooking the World - Frankfurt Food Tours, Hedderichstraße 38, 60594 Frankfurt am Main, Germany",15174523705,Google Places
Magnolia Travel Group,"Travel agency, Service establishment",Dubai,Unknown,16017903039,Google Places
Pixie Vacations,Travel agency,Canton,"Pixie Vacations, 723 Settlers Crossing, Canton, GA 30114",16788151584,Google Places
WALK FRANKFURT Walking Tours,Sightseeing tour agency,Frankfurt,"WALK FRANKFURT Walking Tours, An der Hauptwache 1, 60313 Frankfurt am Main, Germany",17697902972,Google Places
Dubrovnik Business Travel,"Travel agency, Property investment company",Frankfurt,"Dubrovnik Business Travel, Ingolstädter Str. 38, 60316 Frankfurt am Main, Germany",1776019031,Google Places
Sprachcaffe Reisen GmbH,"Travel agency, Language school, Tour operator",Frankfurt,"Sprachcaffe Reisen GmbH, Gartenstraße 6, 60594 Frankfurt am Main, Germany",696109120,Google Places
Marokkanisch Reisebüro Nador,Travel agency,Frankfurt,"Marokkanisch Reisebüro Nador, Klingerstraße 26, 60313 Frankfurt am Main, Germany",1777241222,Google Places
ADAC office and travel agency Frankfurt West,"Motoring club, Car rental agency, Insurance agency, Mobility equipment supplier, Tour agency, Tourist information center",Frankfurt,"ADAC office and travel agency Frankfurt West, Wiesbadener Straße Am Rebstockgelände, 60486 Frankfurt am Main, Germany",6997788530,Google Places
Aum Journeys LLC,"Travel agency, Service establishment",Dubai,Unknown,17347723532,Google Places
Go Blue Tours,Travel agency,Middleton,"Go Blue Tours, 1 Central St #205, Middleton, MA 01949",18552246258,Google Places
The Travel Junkie,"Travel agency, Cruise agency, Service establishment",Dubai,Unknown,13165195929,Google Places
Travel Tom,"Travel agency, Service establishment",Dubai,Unknown,13015450116,Google Places
The Vacationeer,"Travel agency, Service establishment",Dubai,Unknown,18334698747,Google Places
"Wishing On A Star Travel, LLC","Travel agency, Service establishment",Dubai,Unknown,18886788747,Google Places
Frankfurt Free Alternative Walking Tour,Tour agency,Frankfurt,"Frankfurt Free Alternative Walking Tour, Römerberg 11, 60329 Frankfurt am Main, Germany",1632346786,Google Places
PlanUrEscape - Cruise Planners Travel,"Travel agency, Service establishment",Dubai,Unknown,18607796531,Google Places
Soylu International Travel GmbH,"Travel agency, Chauffeur service, Money order service, Tourist information center",Frankfurt,"Soylu International Travel GmbH, Münchener Str. 56, 60329 Frankfurt am Main, Germany",692429060,Google Places
Terranova Touristik,"Travel agency, Tour operator",Frankfurt,"Terranova Touristik, Martin-May-Straße 7, 60594 Frankfurt am Main, Germany",69693054,Google Places
Balades à Francfort - visites guidées professionnelles,"Tour agency, Tourist information center",Frankfurt,"Balades à Francfort - visites guidées professionnelles, Römerberg, 60311 Frankfurt am Main, Germany",1785086745,Google Places
Watan Travel Agency & Services,Travel agency,Frankfurt,"Watan Travel Agency & Services, Münchener Str. 45, 60329 Frankfurt am Main, Germany",15752051870,Google Places
Pak Travel,Travel agency,Frankfurt,"Pak Travel, Kaiserstraße 72, 60329 Frankfurt am Main, Germany",6925493778,Google Places
Gray Line Sightseeing Frankfurt,Sightseeing tour agency,Frankfurt,"Gray Line Sightseeing Frankfurt, Paulsplatz, 60311 Frankfurt am Main, Germany",69400502010,Google Places
Charm & Awe Travel Co.,"Travel agency, Service establishment",Dubai,Unknown,17033990462,Google Places
PubCrawl Team,"Tour operator, Party planner, Tour agency",Frankfurt,"PubCrawl Team, Römerberg 26, 60311 Frankfurt am Main, Germany",15159876447,Google Places
Diesenhaus Ram GmbH,"Travel agency, Tour operator",Frankfurt,"Diesenhaus Ram GmbH, Große Friedberger Str. 44-46, 60313 Frankfurt am Main, Germany",699590950,Google Places
ta.ts Travel Agency Technologies & Services GmbH,Travel agency,Frankfurt,"ta.ts Travel Agency Technologies & Services GmbH, Hahnstraße 70, 60528 Frankfurt am Main, Germany",8006637700,Google Places
Beaudry Travel Dream Vacations,"Travel agency, Service establishment",Dubai,Unknown,18153511325,Google Places
Travel Inc,"Travel agency, Cruise agency, Tour agency, Wedding planner",Beverly,"Travel Inc, 207 Cabot St, Beverly, MA 01915",19789271000,Google Places
Travel Leaders,"Travel agency, Cruise agency, Tour agency",North Olmsted,"Travel Leaders, 23621 Lorain Rd, North Olmsted, OH 44070",14407794060,Google Places
Ticket & Tour FlixBus Shop ATT Frankfurt Hauptbahnhof,Travel agency,Frankfurt,"Ticket & Tour FlixBus Shop ATT Frankfurt Hauptbahnhof, Düsseldorfer Str. 4, 60329 Frankfurt am Main, Germany",Unknown,Google Places
Second Star Wishes,"Travel agency, Service establishment",Dubai,Unknown,18003653130,Google Places
Skylink Travel House GmbH,Travel agency,Frankfurt,"Skylink Travel House GmbH, Baseler Str. 35 -37, 60329 Frankfurt am Main, Germany",6924246637,Google Places
Hop-On Hop-Off Stop: Goethe Haus (Frankfurt Sightseeing),Travel agency,Frankfurt,"Hop-On Hop-Off Stop: Goethe Haus (Frankfurt Sightseeing), Berliner Str. 42, 60311 Frankfurt am Main, Germany",69400502010,Google Places
Explorer Fernreisen GmbH,"Travel agency, Tour operator",Frankfurt,"Explorer Fernreisen GmbH, Berliner Str. 44, 60311 Frankfurt am Main, Germany",6913389730,Google Places
UAS Frankfurt GmbH,Travel agency,Frankfurt,"UAS Frankfurt GmbH, Reineckstraße 1, 60313 Frankfurt am Main, Germany",697560790,Google Places
Transoceanic Travel,Travel agency,Lyndhurst,"Transoceanic Travel, 613 Ridge Rd Suite A, Lyndhurst, NJ 07071",12019398300,Google Places
Flugticketprofis,Travel agency,Frankfurt,"Flugticketprofis, Oeder Weg 11h, 60318 Frankfurt am Main, Germany",6959024920,Google Places
Expedia Cruises,"Cruise agency, Travel agency",East Brunswick,"Expedia Cruises, 285 NJ-18 suite b, East Brunswick, NJ 08816",17322260707,Google Places
Travelbyjen.Com,Travel agency,Oceanside,"Travelbyjen.Com, 360 Long Beach Rd, Oceanside, NY 11572",18006033178,Google Places
Everest Travel GmbH,Travel agency,Frankfurt,"Everest Travel GmbH, Baseler Str. 35 -37, 60329 Frankfurt am Main, Germany",69237711,Google Places
My Travel Agency,Travel agency,Dartmouth,"My Travel Agency, 229 Russells Mills Rd, Dartmouth, MA 02748",15089994481,Google Places
Petra Travel & Tours GmbH,Travel agency,Frankfurt,"Petra Travel & Tours GmbH, Münchener Str. 12, 60329 Frankfurt am Main, Germany",6963399666,Google Places
Howell Travel & Cruises,"Travel agency, Cruise agency, Tour agency",Howell,"Howell Travel & Cruises, 108 E Grand River Ave, Howell, MI 48843",15175468880,Google Places
Little Bunny Traveler,"Travel agency, Service establishment",Dubai,Unknown,15089544188,Google Places
Hop-On Hop-Off Stop: Main Tower (Frankfurt Sightseeing),Travel agency,Frankfurt,"Hop-On Hop-Off Stop: Main Tower (Frankfurt Sightseeing), Neue Mainzer Str. 46, 60311 Frankfurt am Main, Germany",69400502010,Google Places
JTM Travel Services,Travel agency,Torrington,"JTM Travel Services, 182 Allison Dr, Torrington, CT 06790",18604890505,Google Places
Landfall Travel,"Travel agency, Cruise agency, Tourist attraction",Westlake,"Landfall Travel, 2273 Waters Edge Dr, Westlake, OH 44145",14407998977,Google Places
JJ Adventures in Traveling,"Travel agency, Service establishment",Dubai,Unknown,14408654367,Google Places
airtuerk Service GmbH,Airline ticket agency,Frankfurt,"airtuerk Service GmbH, Am Hauptbahnhof 16, 60329 Frankfurt am Main, Germany",6926486780,Google Places
JJ Travel Associates,"Travel agency, Service establishment",Dubai,Unknown,12017866275,Google Places
"Perillo Tours, Inc.","Tour operator, Tour agency",Woodcliff Lake,"Perillo Tours, Inc., 577 Chestnut Ridge Rd, Woodcliff Lake, NJ 07677",12013071234,Google Places
WON SE TRADE & TRAVEL GmbH,Travel agency,Frankfurt,"WON SE TRADE & TRAVEL GmbH, Gartenstraße 2, 60594 Frankfurt am Main, Germany",6966368186,Google Places
Orientexpress Travel Reisebüro,Travel agency,Frankfurt,"Orientexpress Travel Reisebüro, Am Hauptbahnhof 4, 60329 Frankfurt am Main, Germany",6984775628,Google Places
Hud Hud Travel & Umra,Travel agency,Frankfurt,"Hud Hud Travel & Umra, Kaiserstraße 50, 60329 Frankfurt am Main, Germany",6913394423,Google Places
Ryad Travel,Travel agency,Frankfurt,"Ryad Travel, Am Hauptbahnhof 10, 60329 Frankfurt am Main, Germany",6974737854,Google Places
Reisebüro Steinwegpassage GmbH,Travel agency,Frankfurt,"Reisebüro Steinwegpassage GmbH, Roßmarkt 10, 60311 Frankfurt am Main, Germany",699207980,Google Places
شرکت سیاحتی و مسافرتی افغان تورستیک در فرانکفورت,Travel agency,Frankfurt,"شرکت سیاحتی و مسافرتی افغان تورستیک در فرانکفورت, Düsseldorfer Str. 6, 60329 Frankfurt am Main, Germany",6925612677,Google Places
South African Tourism,Tour agency,Frankfurt,"South African Tourism, Friedensstraße 6, 60311 Frankfurt am Main, Germany",8001189118,Google Places
Thai Travel Reiseservice,Travel agency,Frankfurt,"Thai Travel Reiseservice, c/o MINDSPACE, Neue Mainzer Str. 66-68, 60311 Frankfurt am Main, Germany",6915325820,Google Places
Davis Travel Agency,Travel agency,Monongahela,"Davis Travel Agency, 310 W Main St, Monongahela, PA 15063",17242585000,Google Places
Namibia Tourism Board,"Tourist information center, Marketing agency",Frankfurt,"Namibia Tourism Board, Kaiserstraße 77, 60329 Frankfurt am Main, Germany",Unknown,Google Places
B & E Aviation Travel GmbH,Travel agency,Frankfurt,"B & E Aviation Travel GmbH, Baseler Str. 35-37, 60329 Frankfurt am Main, Germany",6969597370,Google Places
Fair Point GmbH,Travel agency,Frankfurt,"Fair Point GmbH, An d. Welle 4, 60322 Frankfurt am Main, Germany",6934879131,Google Places
Central Holidays,"Tour operator, Tour agency",Moonachie,"Central Holidays, 250 Moonachie Rd, Moonachie, NJ 07074",18665339358,Google Places
Wolna Travel UG (haftungsbeschränkt),Travel agency,Frankfurt,"Wolna Travel UG (haftungsbeschränkt), Reineckstraße 1, 60313 Frankfurt am Main, Germany",697560790,Google Places
Fly Travel Agency,Travel agency,Frankfurt,"Fly Travel Agency, Baseler Str. 35-37, 60329 Frankfurt am Main, Germany",6927139958,Google Places
Traveling Department GmbH,Travel agency,Frankfurt,"Traveling Department GmbH, Schumannstraße 16, 60325 Frankfurt am Main, Germany",15217811480,Google Places
"Outdoor Escape Games, Stadttouren & Teamevents | Frankfurt Secrets","Escape room center, Tour agency, Tour operator, Tourist information center",Frankfurt,"Outdoor Escape Games, Stadttouren & Teamevents | Frankfurt Secrets, Berliner Str. 44, 60311 Frankfurt am Main, Germany",69870039264,Google Places
Japanische Fremdenverkehrszentrale (JNTO),Tourist information center,Frankfurt,"Japanische Fremdenverkehrszentrale (JNTO), Kaiserstraße 11, 60311 Frankfurt am Main, Germany",6920353,Google Places
Ljiljana Siljak Reisebüro,Travel agency,Frankfurt,"Ljiljana Siljak Reisebüro, Stiftstraße 36, 60313 Frankfurt am Main, Germany",69281723,Google Places
ATG Travel Deutschland GmbH,Travel agency,Frankfurt,"ATG Travel Deutschland GmbH, Darmstädter Landstraße 125, 60598 Frankfurt am Main, Germany",6950607775,Google Places
Brighton Travel Leaders,"Cruise agency, Travel agency",Brighton,"Brighton Travel Leaders, 600 E Grand River Ave # 1, Brighton, MI 48116",18102292935,Google Places
Leisure Worlds Travel Agency,Travel agency,Nutley,"Leisure Worlds Travel Agency, 291 Bloomfield Ave, Nutley, NJ 07110",19736677945,Google Places
REISEfreudig - Ihr Reisebüro,Travel agency,Frankfurt,"REISEfreudig - Ihr Reisebüro, REISEfreudig StudiFA Reisebüro, Bockenheimer Landstraße 2-4, 60306 Frankfurt am Main, Germany",8001806820,Google Places
Atlantik Reisen GmbH,Travel agency,Frankfurt,"Atlantik Reisen GmbH, Am Hauptbahnhof 10, 60329 Frankfurt am Main, Germany",69231334,Google Places
Exciting Vacations,"Travel agency, Boat tour agency, Cruise agency, Tour agency",East Brunswick,"Exciting Vacations, 15 Everton Dr, East Brunswick, NJ 08816",17326138640,Google Places
Sonic Travel and Tour,Travel agency,Temple City,"Sonic Travel and Tour, 9662 Las Tunas Dr, Temple City, CA 91780",13232668988,Google Places
Kaplani Travel Agency,"Travel agency, Service establishment",Dubai,Unknown,18445275264,Google Places
ItalianFlairBoating UG Partyboote,"Boat tour agency, Boat rental service, Service establishment",Dubai,Unknown,1635008222,Google Places
"City Tours in Frankfurt, Verena Roese","Tour operator, Service establishment, Sightseeing tour agency, Tour agency",Dubai,Unknown,1772803604,Google Places
Mautgebühren,"Travel agency, Service establishment",Dubai,Unknown,Unknown,Google Places
Lifelong Associates Travel GmBH,"Travel agency, Service establishment",Dubai,Unknown,694354487,Google Places
MS Partyboot Deutschland GmbH,"Boat tour agency, Boat rental service, Event management company, Party planner, Sightseeing tour agency, Tour agency",Frankfurt,"MS Partyboot Deutschland GmbH, Schaumainkai 50, 60596 Frankfurt am Main, Germany",1757778777,Google Places
ViStar GmbH,"Travel agency, Service establishment",Dubai,Unknown,1799208871,Google Places
Travel Trip Advisors,Travel agency,Frankfurt,"Travel Trip Advisors, Weserstraße 16, 60329 Frankfurt am Main, Germany",15782226585,Google Places
Lighthouse Sailing,Travel agency,Frankfurt,"Lighthouse Sailing, Rat-Beil-Straße 41, 60318 Frankfurt am Main, Germany",1737573123,Google Places
Activo Travel,Travel agency,Frankfurt,"Activo Travel, Walter-Kolb-Straße 1-3, 60594 Frankfurt am Main, Germany",6946093601,Google Places
City&Quest Frankfurt,Tour agency,Frankfurt,"City&Quest Frankfurt, Hinter dem Lämmchen 2-4, 60311 Frankfurt am Main, Germany",17638003103,Google Places
Kingdom Destinations,Travel agency,Hoschton,"Kingdom Destinations, Hoschton, GA 30548",18663680177,Google Places
